model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet3Drop_0.4_,0,2019-05-07 22:39,100,0.05,cross_entropy,adam,1,0.6157,0.6321,18818,11194,0.627,0.653,0.6397,10000,17624,0.638,0.6116,0.6245
MLPNet3Drop_0.4_,0,2019-05-07 22:50,100,0.05,cross_entropy,adam,2,0.5498,0.6832,16954,6217,0.7317,0.5883,0.6522,11864,22601,0.6558,0.7843,0.7143
MLPNet3Drop_0.4_,0,2019-05-07 23:04,100,0.05,cross_entropy,adam,3,0.5486,0.6831,16376,5565,0.7464,0.5683,0.6452,12442,23253,0.6514,0.8069,0.7209
MLPNet3Drop_0.4_,0,2019-05-07 23:20,100,0.05,cross_entropy,adam,4,0.5433,0.6853,16253,5281,0.7548,0.564,0.6456,12565,23537,0.652,0.8167,0.7251
MLPNet3Drop_0.4_,0,2019-05-07 23:35,100,0.05,cross_entropy,adam,5,0.5431,0.6883,16895,5845,0.743,0.5863,0.6554,11923,22973,0.6583,0.7972,0.7211
MLPNet3Drop_0.4_,0,2019-05-07 23:50,100,0.05,cross_entropy,adam,6,0.5424,0.6915,17353,6168,0.7378,0.6022,0.6631,11465,22650,0.6639,0.786,0.7198
MLPNet3Drop_0.4_,0,2019-05-08 00:05,100,0.05,cross_entropy,adam,7,0.54,0.6932,17090,5764,0.7478,0.593,0.6615,11728,23054,0.6628,0.8,0.725
MLPNet3Drop_0.4_,0,2019-05-08 00:20,100,0.05,cross_entropy,adam,8,0.5386,0.6903,16632,5419,0.7543,0.5771,0.6539,12186,23399,0.6576,0.812,0.7266
MLPNet3Drop_0.4_,0,2019-05-08 00:36,100,0.05,cross_entropy,adam,9,0.5387,0.696,17484,6039,0.7433,0.6067,0.6681,11334,22779,0.6678,0.7904,0.7239
MLPNet3Drop_0.4_,0,2019-05-08 00:51,100,0.025,cross_entropy,adam,10,0.5316,0.7077,18093,6008,0.7507,0.6278,0.6838,10725,22810,0.6802,0.7915,0.7316
MLPNet3Drop_0.4_,0,2019-05-08 01:06,100,0.025,cross_entropy,adam,11,0.5265,0.7134,18466,6076,0.7524,0.6408,0.6921,10352,22742,0.6872,0.7892,0.7347
MLPNet3Drop_0.4_,0,2019-05-08 01:21,100,0.025,cross_entropy,adam,12,0.5249,0.7175,18806,6200,0.7521,0.6526,0.6988,10012,22618,0.6932,0.7849,0.7362
MLPNet3Drop_0.4_,0,2019-05-08 01:36,100,0.025,cross_entropy,adam,13,0.5265,0.7202,18513,5719,0.764,0.6424,0.6979,10305,23099,0.6915,0.8015,0.7425
MLPNet3Drop_0.4_,0,2019-05-08 01:51,100,0.025,cross_entropy,adam,14,0.527,0.719,18404,5675,0.7643,0.6386,0.6958,10414,23143,0.6897,0.8031,0.7421
